"","Gender","Genotype","plant.position","shootEst.no18","shootEst.all","galls.found","aSG_aSG.larv","aSG_Tory","rG_Eulo","rG_Lestodip","rG_Mesopol","rG_Platy","rG_rG.larv","rG_Tory","rsLG_Eury","rsLG_Lathro","rsLG_Pont.surv","SG_Platy","SG_SG.larv","vLG_Eulo","vLG_Mesopol","vLG_Mymarid","vLG_Platy","vLG_Tory","vLG_vLG.pupa","aSG_abund","rG_abund","vLG_abund","SG_abund","rsLG_abund","Platy_abund","Tory_abund","Mesopol_abund","Eulo_abund","Lestodip_abund","Eury_abund","Lathro_abund","Mymarid_abund","gall_total_abund","link_abund","link_richness","gall_total_rich","ptoid_total_rich","network_richness","vLG_parasitized","rG_parasitized","rsLG_parasitized","SG_parasitized","aSG_parasitized","vLG_ecto","rG_ecto","vLG_egg","vLG.2011","rsLG.2011","SG","PG","Total_Area","Height","Density","D_mean_smoothed","Trichome.No.","Soluble.condensed.tannins","Insoluble.condensed.tannins","diglucoside.of.SaOH__A220nm","salicin__A220nm","gentisic.acid__A220nm","neochlorogenic.acid__A320nm","p.OH.cinnamic.acid.der1__A320nm","p.OH.cinnamic.acid.der2__A320nm","chlorogenic.acid__A320nm","ampelopsin__A320nm","p.OH.cinnamic.acid__A320nm","salicortin__A270nm","cinnamic.acid.der1__A270nm","ampelopsin.der__A320nm","luteolin.glucoside.5.glu.__A320nm","myricitrin__A320nm","luteolin.glucoside.7.gluc.__A320nm","cinnamic.acid.der2__A270nm","eriodictyol.7.glucoside__A270nm","luteolin.glycoside.der1__A320nm","methylluteolin.glycoside.__A320nm","luteolin.glycoside.der2__A320nm","quercetin.der1__A320nm","luteolin.der1__A320nm","quercetin.der2__A320nm","luteolin.der2__A320nm","cinnamic.acid.der3__A270nm","tremulacin__A220nm","cinnamoyl.salicortin__A270nm","disalicortin__A270nm","HCH.tremulacin.__A220nm","Nitrogen","Carbon","C_N_ratio","water_content","specific_leaf_area","C_imputed","N_imputed","C_N_imputed","sal_tannin.PC1","cinn.PC1","cinn.PC2","flavonOLES.PC1","flavonOLES.PC2","flavanonOLES.PC1","aSG.height.mean","rG.height.mean","rsLG.height.mean","SG.height.mean","vLG.height.mean","aSG.gall.count","rG.gall.count","rsLG.gall.count","SG.gall.count","vLG.gall.count"
"94","m","J","585",366.39007655008,409.514769279472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,229.779,64.84,0.396,2.823,0.348,5.106,1.779,0.116,22.665,0,0.434,145.563,0.473,0,1.609,1.109,2.758,0,0,0.549,5.732,0.357,0,1.781,0,0.621,0,74.487,0,0,9.466,1.063822031,49.16957474,46.2197372372334,1.99236641221374,10.212213740458,49.128264618,1.1675513266,42.229903922324,-1.63728510664194,-0.776786959526435,-0.0712480393045853,-1.25723619281555,0.308705866788787,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","m","K","374",276.504994546032,289.975679656331,1,3,0,0,0,0,0,4,1,0,0,7,0,0,0,1,0,2,2,3,3,5,8,0,7,2,3,1,0,0,0,0,0,23,6,4,4,3,7,5,1,0,0,0,3,1,2,10,0,0,0,0.987250149324393,2.22020894735031,0.3125,1.7416,0.909090909090909,252.607,57.199,0.443,3.536,0.543,4.962,1.929,1.882,21.086,0.694,0.55,108.663,35.432,28.611,0.617,0.382,2.827,1.073,40.951,0.115,4.705,0,0,2.143,0,0.607,2.123,90.513,0,0,8.4,NA,NA,NA,2.43457943925234,12.1233644859813,48.791540528,0.8343053222,59.1622887824581,-1.48774232203552,3.49576253823057,-1.27316935153807,-0.950766144178425,-0.128465421548254,4.22678221545085,2.11,7.094,5.25428571428571,NA,8.4025,3,5,7,NA,4
"96","m","K","376",164.586842600687,153.482478235971,1,0,0,0,0,0,0,5,3,0,0,0,0,0,3,1,0,0,0,1,0,8,5,0,0,0,3,1,3,0,0,0,0,13,7,3,2,3,5,4,3,0,0,0,4,3,0,3,0,0,0,1.44299875556824,2.16286884023899,0.3913,1.7995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.791540528,0.8343053222,59.1622887824581,NA,NA,NA,NA,NA,NA,NA,7.28285714285714,NA,NA,6.35,NA,8,NA,NA,3
"97","m","K","382",276.504994546032,289.975679656331,1,1,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,2,1,3,1,11,6,0,0,2,2,0,1,0,0,0,0,18,5,4,3,3,6,3,2,0,0,0,1,2,2,6,0,0,0,2.06302996780092,2.36814642369752,0.4152,1.794,0,361.222,47.938,0.245,1.206,0.323,5.111,2.37,2.553,24.217,0.725,0.663,38.339,24.412,23.597,0.615,0.445,3.003,0.411,30.353,0.135,4.536,0,0,1.924,0,0.549,0.696,25.909,0,0,1.284,NA,NA,NA,2.05329153605016,11.305329153605,48.791540528,0.8343053222,59.1622887824581,1.35276779255749,2.40134433968766,-0.720614960273242,-0.743441617100365,-0.31634110894555,3.6325512751442,2.52,7.9825,NA,NA,7.728,1,4,NA,NA,5
"98","m","K","455",572.336899778713,707.653068666627,1,1,0,1,0,0,0,11,2,2,0,3,0,0,0,0,0,3,2,5,1,14,10,0,5,3,4,0,1,0,2,0,0,30,10,5,4,4,8,5,3,2,0,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1.81818181818182,322.934,51.297,0.269,1.843,0.484,7.554,2.771,3.308,25.74,0.926,0.608,69.464,29.334,23.554,0.754,0.679,3.382,0.641,31.952,0.18,5.167,0.113,0,2.414,0,0.669,1.383,64.912,0,0,4.702,NA,NA,NA,1.95753715498938,8.7208067940552,48.791540528,0.8343053222,59.1622887824581,0.135967875391482,3.3964790122943,-0.93378531392393,-1.1828856299139,0.041161082707125,3.76488149459735,2.04,6.13615384615385,5.152,NA,10.685,1,14,5,NA,6
"99","m","K","471",307.069222821287,329.762020607988,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,1,1,0,14,0,1,22,0,1,1,0,4,2,0,0,0,1,24,8,4,3,4,7,8,0,0,0,0,6,0,2,0,2,0,0,1.54827824075426,2.46791821007122,0.3922,1.783,0,354.36,43.178,0.266,1.438,0.342,8.433,3.04,3.46,30.645,1.142,0.644,32.436,22.617,39.439,0.771,0.829,3.849,0.742,46.851,0.141,4.481,0,0,1.585,0,0.438,0.483,20.124,0,0,0.764,0.715160847,48.62056732,67.9854993795543,NA,NA,48.791540528,0.8343053222,59.1622887824581,1.51067487400953,2.83743305084549,-0.55162917973924,-0.478315264732982,-0.94234101725025,5.02941476674433,NA,7.95,4.71,NA,9.24,NA,1,1,NA,9
"100","m","K","497",392.120632978501,445.058388306984,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,7,1,9,9,0,0,2,0,0,0,0,0,0,0,19,2,1,3,1,4,2,0,0,0,0,0,0,2,4,3,0,0,NA,NA,NA,NA,0,342.181,50.468,0.204,0.849,0.253,5.661,2.648,3.024,25.708,0.768,0.764,17.59,16.639,22.416,0.7,0.687,3.384,0.518,23.198,0.108,4.76,0.119,0,2.069,0,0.537,0.296,10.16,0,0,0,0.941458821,48.88948441,51.9294984756428,2.24528301886792,10.9056603773585,48.791540528,0.8343053222,59.1622887824581,2.10413835629736,2.18755650413979,-0.530105242712675,-0.569672567114644,-0.111976636771968,3.30493395164211,1.63,6.76,NA,NA,10.23,1,4,NA,NA,4
"101","m","N","69",347.853371676473,384.254368868127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.65904381662194,3.21563320680283,0.3285,1.8493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.99968338,1.0214545368,48.0055005411854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","m","N","74",358.071826888342,398.142612587403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.11936463879745,2.94613470337963,0.3169,1.8,0.909090909090909,314.972,53.735,0.292,1.465,0.065,4.323,1.25,0.135,25.291,2.463,0.36,37.153,0.301,1.61,0.825,1.438,1.09,0,7.988,0.146,2.061,0.404,0,1.05,0.778,0.295,0,5.902,0,0,0,NA,NA,NA,2.19558359621451,10.5637223974763,47.99968338,1.0214545368,48.0055005411854,1.42315568725573,-1.2505435452042,0.421755461126241,2.8232199988296,1.68590970420582,1.25531841448908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","m","N","203",278.243717346859,292.21340238871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.06506919490712,2.45645018864895,0.2865,1.7527,0.909090909090909,137.944,46.694,0.439,5.041,0.282,2.734,0.738,0.086,14.701,1.472,0.235,144.398,0,0.65,0.882,1.337,1.219,0,6.415,0.155,2.093,0.411,0,1.101,0.671,0.272,0,69.144,0,6.248,1.769,0.902327538,48.30923462,53.5384686663525,1.93650793650794,10.44,47.99968338,1.0214545368,48.0055005411854,-2.68414203482251,-1.40476932254376,0.199747685759438,2.64473842250859,1.59186722988137,0.663397476098009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","m","N","396",266.225466910111,276.811562333759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1.98543844405974,2.73626991135219,0.4228,1.8137,6.36363636363636,131.447,68.142,0.413,5.908,0.267,3.051,0.816,0.123,11.494,1.339,0.193,161.435,0,0.667,0.897,0.778,0.964,0,6.805,0.279,2.326,0.525,0,1.178,0.687,0.358,0,90.696,0,6.502,7.691,NA,NA,NA,2.17150395778364,10.0356200527704,47.99968338,1.0214545368,48.0055005411854,-3.81544175004128,-1.35716795287487,0.645966688462791,2.13203909776789,1.93160461762358,0.661263557507983,1.89,NA,NA,NA,NA,1,NA,NA,NA,NA
"105","m","N","397",188.986869791639,181.837581338497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2.22083674981435,2.8016376334591,0.44,1.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.99968338,1.0214545368,48.0055005411854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","m","N","509",214.23642961132,212.066411004529,1,0,0,0,1,0,0,10,1,0,0,0,0,0,1,0,0,0,0,2,0,12,3,0,0,0,1,0,1,1,0,0,0,15,3,3,2,3,5,1,2,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,145.94,62.156,0.336,3.379,0.3,4.491,0.899,0.146,20.478,1.787,0.29,140.037,0,0.873,1.578,1,1.164,0,6.872,0.344,2.644,0.541,0,1.544,0.751,0.466,0,96.722,0,1.925,2.697,1.292973876,48.85940552,37.7883934292266,2.2289156626506,10.9490963855422,47.99968338,1.0214545368,48.0055005411854,-2.32252681607921,-1.20041896280114,0.0281941629274042,1.17054034617662,2.06852857347043,0.847378755588834,NA,7.935,NA,NA,10.48,NA,2,NA,NA,2
"107","m","O","167",301.518781572347,322.467323306603,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,3,4,0,0,2.32960534162239,3.2098991960917,0.3613,1.8034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.354571532,0.8884563446,54.959938276439,NA,NA,NA,NA,NA,NA,NA,NA,5.965,NA,6.85,NA,NA,2,NA,1
"108","m","O","204",337.832370852061,370.72387277127,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,7,0,5,0,0,0,0,0,0,0,0,12,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1.91923221848167,3.1055402011491,0.3839,1.8127,0,433.057,48.698,0.166,1.062,0.12,6.074,2.38,0.559,26.794,6.428,0.608,24.462,1.893,2.517,1.301,2.615,2.533,0,4.654,0.226,4.909,1.451,0,1.39,0,0.448,0,4.586,0,0,0,NA,NA,NA,1.98969072164948,10.8855670103093,48.354571532,0.8884563446,54.959938276439,2.5112021742749,-0.259830706041977,0.265169556528078,0.84132649821713,1.00454645911806,1.79850150838042,NA,NA,7.594,NA,7.79666666666667,NA,NA,5,NA,3
"109","m","O","323",209.880024788393,206.79034976002,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,3,4,0,1,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,0,0,0,0,1,4,0,0,1.42641859454913,1.88190231539353,0.3521,1.7986,0,364.232,47.054,0.195,1.074,0.102,5.526,2.422,0.401,23.57,0.213,0.562,18.22,1.207,1.719,0.951,2.619,2.394,0,3.438,0.101,4.276,1.395,0,1.163,0,0.348,0.196,8.852,0,0,0,0.794222116,48.76581573,61.4007275138634,1.86721991701245,10.3979253112033,48.354571532,0.8884563446,54.959938276439,2.22616196783802,-0.313447848012958,0.427186955526987,1.72633108807311,0.962047130787411,0.119914087282183,NA,9.35666666666667,3.17,NA,8.71333333333333,NA,3,1,NA,3
"110","m","O","399",299.683699161892,320.062206860588,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1.85529463554324,2.75347194348559,0.4519,1.8108,0,465.658,52.747,0.255,1.556,0,4.608,2.119,0.447,23.133,4.753,0.629,31.637,2.284,2.505,1.208,2.557,2.285,0,4.777,0.134,4.534,1.757,0,1.081,0,0.371,0,4.614,0,0,0.86,NA,NA,NA,1.979035639413,9.41236897274633,48.354571532,0.8884563446,54.959938276439,1.87648007240843,-0.481654281884598,0.538229608711502,1.58570179744187,1.11998589440954,1.56525403712407,2.1,7.3,NA,NA,NA,1,2,NA,NA,NA
"111","m","O","569",279.989758500388,294.46373095663,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,9,10,0,0,3.47717290414808,3.2098991960917,0.4997,1.8614,0,454.657,54.175,0.27,1.546,0.1,4.978,2.112,0.582,31.601,6.665,0.767,27.562,1.702,2.132,0.633,1.737,1.499,0,4.301,0,3.315,1.333,0,1.022,0,0.375,0.411,7.564,0,0,0.217,NA,NA,NA,1.86885245901639,8.44644808743169,48.354571532,0.8884563446,54.959938276439,1.84399477425295,0.0342947732361013,-0.36647726997621,2.57000281102357,1.74679010212765,1.73371232815269,NA,7.48,NA,NA,NA,NA,1,NA,NA,NA
"112","m","P","62",305.211527736311,327.317184424437,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,4,0,0,1,0,0,0,0,0,0,0,5,1,1,2,1,3,1,0,0,0,0,0,0,1,7,7,3,0,2.1784177354961,2.92205185839287,0.4101,1.7848,25.4545454545455,376.836,46.659,0.112,0.384,0,12.69,2.839,0.094,17.631,0,0.275,7.374,0.107,0,0.569,0.88,4.189,0,0,0.312,7.641,0.303,0,0.457,0,0.278,0,1.935,0,0,0,NA,NA,NA,1.97597597597598,10.3915915915916,47.621665192,0.8662799836,55.8951439797141,3.14581611836058,-0.965695868302249,2.1761834269501,0.554079609276124,-2.49630455668641,-1.60184226987832,NA,10.19,NA,NA,8.76,NA,1,NA,NA,2
"113","m","P","73",243.243302584875,247.799966972059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,2.60092711039253,3.10783380543355,0.4163,1.811,24.5454545454545,473.562,49.979,0.089,0.117,0,14.378,2.873,0.235,17.837,0,0.296,2.47,0,0,0.856,1.166,4.998,0,0,0,8.454,0.41,0,0.527,0,0.288,0,0,0,0,0,NA,NA,NA,1.87064676616915,9.47114427860696,47.621665192,0.8662799836,55.8951439797141,3.90655677527522,-0.860154902945803,2.19866084023302,0.750434847064751,-2.80851536389802,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","m","P","333",125.341828419546,109.896679278524,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.72727272727273,345.922,47.951,0.186,0.689,0,10.787,2.716,0.093,12.169,0,0.301,15.868,0.222,0,0.579,0.871,4.393,0,0,0.261,6.508,0.373,0,0.471,0,0.24,0,4.95,0,0,0,0.734139919,48.38402176,65.9057224757724,2.53333333333333,14.3422222222222,47.621665192,0.8662799836,55.8951439797141,2.4193461781768,-0.94539637873289,2.38388741626645,0.842441544648356,-2.23167699455471,-1.60184226987832,NA,NA,NA,15.1,NA,NA,NA,NA,1,NA
"115","m","P","362",347.853371676473,384.254368868127,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,5,0,1.05861178310385,2.18351127879907,0.3509,1.7469,30.9090909090909,484.001,45.108,0.112,0.7,0,13.069,2.562,0.13,14.131,0,0.267,15.772,0.236,0,0.758,0.559,2.906,0,0,0.652,6.177,0.311,0,0.331,0,0.206,0,0.395,0,0,0,0.831662536,48.4139595,58.2134668862852,1.75657894736842,9.06381578947368,47.621665192,0.8662799836,55.8951439797141,3.32445590853167,-0.911729810480518,2.3679157552514,0.799201451528534,-1.670474077752,-1.60184226987832,NA,6.13,NA,NA,NA,NA,2,NA,NA,NA
"116","m","P","402",217.174140341105,215.638049803451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.52956095261086,2.46103739721786,0.3326,1.761,20,246.44,73.664,0.468,5.374,0.082,8.567,2.63,0.168,13.831,0,0.304,74.025,0.382,0,0.788,0.903,5.626,0,0,0.376,8.227,0.469,0,0.608,0,0.278,0,15.86,0,0,5.296,0.782196045,43.63069153,55.779739374673,2.609375,12.7865625,47.621665192,0.8662799836,55.8951439797141,-1.25157612719914,-0.817643538321327,1.83683300687818,-0.0828915617242786,-2.90499177543697,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","m","P","467",501.968303086366,602.489442357994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2.18795261035836,2.63420452069404,0.484,1.8163,10,423.054,49.712,0.198,1.13,0,15.248,3.181,0.114,19.682,0,0.392,38.27,0.109,0,0.91,0.591,3.111,0,0,0,6.429,0.297,0,0.402,0,0.264,0,6.225,0,0,0,0.886206508,48.62010956,54.863182701881,2.0547619047619,10.2911904761905,47.621665192,0.8662799836,55.8951439797141,2.17780168456714,-0.822138868595835,2.04099412019984,1.26043317132352,-1.67080744739559,-1.60184226987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","m","S","269",398.737340368393,454.285655040803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,1,0,0,0,0,1,0,0,13,0,0,0,2.20856635223299,2.63764492712072,0.4891,1.8238,4.54545454545454,270.666,70.431,0.318,4.24,0,6.729,1.532,0.144,19.998,0,0.302,206.524,0,0,1.497,2.053,3.459,0,0,0.381,5.099,0.138,0,1.484,0,0.314,0,64.282,0,4,31.003,NA,NA,NA,1.9125,13.2579166666667,48.706655122,0.8022036196,61.4420960176138,-3.16413144548784,-1.28771118201441,1.30295069762296,-0.246552164447938,-0.607085358897023,-1.60184226987832,NA,NA,NA,NA,12.17,NA,NA,NA,NA,1
"119","m","S","326",341.817202184173,376.093519295734,1,1,0,0,0,0,0,4,1,2,0,5,0,0,1,0,0,1,1,5,1,5,8,0,7,1,2,0,1,0,2,0,0,21,6,5,4,4,8,3,1,2,0,0,2,1,1,1,4,0,0,1.10989757346642,2.09520751384764,0.4268,1.7864,25.4545454545455,202.705,59.724,0.348,3.681,0,4.994,1.426,0.138,22.314,0,0.314,203.586,0.491,0,1.341,2.085,3.532,0,0,0,4.354,0.121,0,1.357,0.216,0.251,0,64.881,0,3.346,33.275,0.829243243,48.91638947,58.98919271628,1.72924187725632,11.0530685920578,48.706655122,0.8022036196,61.4420960176138,-3.1481244000228,-1.21870704486258,0.957946241183424,1.24041891562193,-0.776248049297167,-1.60184226987832,1.47,6.5075,6.22857142857143,NA,12.19,1,5,7,NA,4
"120","m","S","345",494.243517924796,591.139114140453,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,8,0,0,13,0,2,0,1,4,0,0,0,0,0,15,5,2,2,2,4,5,0,0,0,0,5,0,0,4,5,0,0,2.3168614881858,2.38534845583092,0.449,1.8147,24.5454545454545,195.552,61.697,0.374,4.703,0,5.166,1.491,0.133,20.499,0,0.384,217.003,0.559,0,1.563,2.437,3.865,0,0,0,4.886,0.202,0,1.77,0.387,0.301,0.227,57.464,0,6.672,40.695,NA,NA,NA,1.86688311688312,13.0224025974026,48.706655122,0.8022036196,61.4420960176138,-3.85743394887186,-0.935567512186028,0.890079250701027,0.877665857703746,-0.732001416240573,-1.60184226987832,NA,NA,6.735,NA,9.573375,NA,NA,2,NA,8
"121","m","S","503",212.777622099435,210.296913073928,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,1,0,0,1,1,0,8,4,0,0,0,2,1,1,0,0,0,0,12,4,4,2,3,5,3,1,0,0,0,3,1,0,1,1,0,0,NA,NA,NA,NA,3.63636363636364,223.336,66.122,0.376,4.644,0,2.411,0.683,0.071,18.338,0,0.305,199.237,0,0,1.537,2.288,3.615,0,0,0,4.988,0.144,0,1.247,0,0.253,0,69.345,0,4.006,33.337,NA,NA,NA,1.82986111111111,11.6267361111111,48.706655122,0.8022036196,61.4420960176138,-3.49428698156213,-1.7209944878442,0.548733537886633,0.761341947501635,-0.855903399308804,-1.60184226987832,NA,8.07166666666667,NA,NA,8.73,NA,6,NA,NA,2
"122","m","S","518",494.243517924796,591.139114140453,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,2,3,0,1,0,3,0,0,0,0,0,0,6,3,1,3,1,4,3,0,0,0,0,3,0,0,8,0,0,0,3.14304984649206,2.98512597621532,0.4861,1.8419,0.909090909090909,249.759,63.839,0.546,6.184,0,5.911,1.462,0.183,18.301,0,0.295,209.768,0.361,0,1.436,2.262,3.103,0,0,0,4.43,0.174,0,1.3,0,0.242,0,73.054,0,3.722,29.29,0.864971876,48.86071014,56.488206721764,1.72363636363636,10.8945454545455,48.706655122,0.8022036196,61.4420960176138,-3.81013843020387,-1.17653315136813,1.29803123369835,1.04697996010138,-0.368255156307488,-1.60184226987832,NA,4.47,4.88,NA,12.46,NA,1,1,NA,1
"123","m","T","77",353.960624734874,392.544006797228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,7,0,0,0,0,2,0,0,0,0,0,7,2,1,1,1,2,2,0,0,0,0,2,0,0,1,0,0,0,2.49436271862161,3.28444133533641,0.4474,1.8026,0,317.602,59.339,0.259,2.415,0.069,1.09,0.271,0.26,16.742,8.107,0.248,79.9,1.839,3.405,1.028,1.612,2.499,0,9.747,0.412,6.434,0,0,0.605,0.271,0.192,0.214,19.556,0,0,0.807,NA,NA,NA,1.89847715736041,10.0604060913706,48.246979524,1.2887554406,37.8304084125129,0.43927377015059,-1.16052557515203,-0.132779604362163,1.00104786091493,-2.02387326337762,2.53474897948746,NA,NA,NA,NA,8.774,NA,NA,NA,NA,6
"124","m","T","533",364.298494218108,406.649742758209,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.62420535660798,3.37274510028785,0.4667,1.8461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.246979524,1.2887554406,37.8304084125129,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,NA,NA,NA,NA,2,NA
"125","m","T","566",299.683699161892,320.062206860588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2.05723670935013,3.00118120620649,0.4522,1.8183,0,252.484,69.84,0.324,2.051,0.067,0.927,0.185,0.259,14.731,7.142,0.215,105.033,2.516,2.576,1.866,2.554,3.239,0,8.163,0.49,7.354,0,0,0.969,0,0.298,0,24.606,0,0,1.612,NA,NA,NA,2.15467625899281,11.6665467625899,48.246979524,1.2887554406,37.8304084125129,-0.36315972586592,-1.34212191035435,0.0232900925693837,-0.603808525301599,-1.88228434915469,2.18816823751636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","m","T","650",288.830287343381,305.906033618105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,17,0,0,0,0,3,0,0,0,0,0,17,3,1,1,1,2,3,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,254.81,68.38,0.727,5.298,0,0.859,0.202,0.204,12.643,6.584,0.196,55.707,1.245,2.899,2.076,3.08,3.901,0,8.883,0.43,7.943,0,0,1.206,0,0.421,0.296,22.215,0,0,1.79,1.162342906,48.88069916,42.0535961528035,2.03022670025189,9.94332493702771,48.246979524,1.2887554406,37.8304084125129,-1.25763527063662,-1.36383120158455,0.328032210261991,-1.18328361159723,-1.99622690804918,2.21397568094618,NA,NA,NA,NA,10.126,NA,NA,NA,NA,6
